,Entity's Name,LOC Count,Header Count,Annotation Count,Inner Entities Lines,Total,Entity Type
,/main/:org.quickserver.util.pool.thread.ThreadObjectFactory,33,2,0,0,35,CLASS
,/main/:org.quickserver.util.pool.MakeQSObjectPool,53,3,0,0,56,CLASS
,/main/:org.quickserver.util.pool.BasicObjectPool,110,5,0,4,119,CLASS
,/main/:org.quickserver.util.pool.BasicObjectPool$Config,4,0,0,0,4,INNER_CLASS
,/main/:org.quickserver.util.pool.PoolableObject,4,2,0,0,6,INTERFACE
,/main/:org.quickserver.util.pool.QSObjectPoolMaker,3,3,0,0,6,INTERFACE
,/main/:org.quickserver.security.SecureStoreManager,184,8,0,0,192,CLASS
,/main/:org.quickserver.security.AccessManager,37,4,0,0,41,CLASS
,/main/:org.quickserver.swing.JFrameUtilities,59,6,0,0,65,CLASS
,/main/:org.quickserver.swing.SensitiveInput,130,4,0,0,134,CLASS
,/main/:org.quickserver.sql.DBPoolUtil,6,4,0,0,10,INTERFACE
,/:test.org.quickserver.net.server.SimpleServerNBlockTest,11,7,0,0,18,CLASS
,/:test.org.quickserver.net.server.QuickServerTest,41,5,0,0,46,CLASS
,/:test.org.quickserver.net.server.TestCommandHandler,34,4,0,0,38,CLASS
,/:test.org.quickserver.net.server.TestEventHandler,28,4,0,0,32,CLASS
,/:test.org.quickserver.net.server.SimpleServerBlockTest,113,7,0,0,120,CLASS
,/:test.org.quickserver.AllJUnitTests,12,5,0,0,17,CLASS
,/:test.org.quickserver.SkeletonTest,15,3,0,0,18,CLASS
Total,,12413,594,0,16,13023
